district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Namakkal,Namakkal,Rural,9.4156,78.3758,Fraud,10,Thursday,Morning,365,6.31,74.58,0.125,6,15,1.73,1,60+,1.053,2.42,0.746,63.68,0.453,0.573,1
Villupuram,Sankarapuram,Rural,9.0049,80.1134,Traffic Violation,9,Saturday,Night,221,5.08,78.37,0.266,4,14,2.4,0,26-35,1.055,3.0,0.784,60.56,0.359,0.871,0
Chennai,Chennai South,Urban,13.4628,77.4258,Burglary,2,Monday,Evening,809,3.19,88.43,0.588,10,36,5.71,0,26-35,1.084,2.63,0.884,83.87,0.671,0.626,1
Tiruvannamalai,Cheyyar,Rural,11.5949,79.5542,Theft,9,Thursday,Night,463,10.1,82.69,0.437,6,2,4.43,0,18-25,0.91,2.48,0.827,35.31,0.328,0.838,1
Virudhunagar,Sattur,Rural,8.5158,77.8825,Assault,3,Thursday,Morning,355,12.35,67.31,0.39,2,8,2.74,0,18-25,0.945,1.16,0.673,61.68,0.635,0.394,1
Salem,Mettur,Rural,8.1533,79.1076,Burglary,10,Sunday,Evening,260,5.95,70.48,0.744,5,15,4.8,1,36-45,0.94,2.88,0.705,52.58,0.527,0.416,0
Thanjavur,Kumbakonam,Urban,9.933,77.8103,Fraud,7,Saturday,Night,542,14.94,72.77,0.516,6,15,0.68,0,26-35,0.968,4.27,0.728,60.45,0.608,0.451,1
Thoothukudi,Ottapidaram,Rural,12.4487,77.9554,Cybercrime,1,Sunday,Morning,599,7.01,76.27,0.1,8,7,4.97,0,26-35,1.054,1.72,0.763,54.79,0.741,0.814,1
Dindigul,Palani,Semi-Urban,9.5631,79.9184,Assault,10,Tuesday,Night,550,13.12,65.61,0.578,8,11,2.81,1,36-45,0.943,1.06,0.656,50.54,0.386,0.314,0
Cuddalore,Panruti,Semi-Urban,12.5918,77.5276,Vandalism,5,Wednesday,Morning,583,14.12,81.92,0.795,2,13,4.66,0,18-25,1.001,1.26,0.819,54.19,0.771,0.889,1
Villupuram,Tindivanam,Rural,8.2979,77.5718,Traffic Violation,2,Sunday,Night,722,5.59,67.05,0.57,4,3,3.71,0,36-45,0.94,3.46,0.67,68.49,0.863,0.398,0
Dharmapuri,Harur,Rural,9.7169,78.269,Domestic Violence,8,Monday,Afternoon,423,14.73,78.09,0.479,4,12,7.3,0,46-60,1.013,1.42,0.781,55.45,0.236,0.789,0
Ramanathapuram,Kamuthi,Rural,12.0859,78.1797,Domestic Violence,8,Thursday,Evening,218,6.56,83.02,0.116,2,4,2.35,0,36-45,0.948,3.21,0.83,39.72,0.279,0.779,0
Dharmapuri,Dharmapuri,Rural,11.983,78.1643,Traffic Violation,6,Thursday,Afternoon,714,8.07,74.86,0.575,5,13,5.95,0,18-25,1.08,2.81,0.749,48.57,0.738,0.683,1
Krishnagiri,Denkanikottai,Semi-Urban,9.9648,80.2056,Property Crime,6,Saturday,Evening,728,12.06,71.39,0.117,2,5,2.84,0,46-60,1.038,2.44,0.714,60.51,0.404,0.892,0
Kanchipuram,Sriperumbudur,Rural,12.6344,76.4689,Burglary,5,Monday,Evening,244,8.43,77.33,0.755,3,5,1.51,0,60+,1.033,2.42,0.773,53.15,0.385,0.535,0
Coimbatore,Pollachi,Urban,8.2181,76.9404,Drug Offense,6,Friday,Night,1509,7.16,91.99,0.281,10,25,7.5,0,36-45,0.971,1.0,0.92,80.99,0.358,0.488,1
Karur,Karur,Rural,12.8392,80.1814,Assault,3,Friday,Evening,367,7.77,71.74,0.127,6,3,2.25,0,18-25,1.1,1.18,0.717,37.44,0.877,0.905,1
Salem,Omalur,Semi-Urban,9.2664,76.3457,Domestic Violence,1,Wednesday,Afternoon,529,11.28,70.86,0.204,5,4,1.58,0,26-35,0.951,1.67,0.709,39.59,0.308,0.443,0
Coimbatore,Coimbatore South,Urban,9.3774,77.8613,Domestic Violence,12,Monday,Afternoon,1686,5.81,93.94,0.788,15,29,5.62,1,18-25,1.023,2.89,0.939,75.57,0.335,0.622,1
Tirunelveli,Radhapuram,Semi-Urban,11.275,79.4517,Burglary,7,Wednesday,Night,403,5.56,73.22,0.668,7,13,1.44,0,60+,1.056,1.9,0.732,68.93,0.258,0.763,1
Thanjavur,Thanjavur,Rural,11.8166,76.9591,Property Crime,4,Monday,Afternoon,547,11.25,69.03,0.177,6,7,2.11,1,36-45,1.016,0.68,0.69,63.48,0.593,0.919,1
Kanchipuram,Chengalpattu,Rural,9.6719,77.8148,Property Crime,9,Tuesday,Evening,559,7.27,69.1,0.627,8,11,3.81,0,46-60,0.93,2.93,0.691,61.57,0.262,0.304,1
Tirunelveli,Radhapuram,Rural,8.2201,78.9434,Burglary,12,Wednesday,Night,267,10.05,84.09,0.44,3,11,6.54,1,60+,1.018,3.54,0.841,36.19,0.724,0.365,1
Krishnagiri,Krishnagiri,Urban,9.5385,78.5399,Assault,9,Sunday,Night,743,11.66,83.76,0.571,6,7,3.4,0,60+,1.098,4.42,0.838,40.05,0.56,0.796,1
Tiruchirappalli,Tiruchirappalli,Semi-Urban,8.3831,77.6294,Vandalism,10,Sunday,Morning,698,9.71,82.68,0.343,2,2,7.35,1,60+,0.916,2.3,0.827,43.73,0.552,0.339,1
Cuddalore,Chidambaram,Rural,8.1635,78.7076,Assault,4,Saturday,Afternoon,525,12.66,69.21,0.734,6,14,2.43,1,46-60,0.903,2.87,0.692,42.7,0.646,0.52,1
Namakkal,Rasipuram,Rural,12.4311,78.1099,Traffic Violation,10,Thursday,Night,605,6.22,71.3,0.215,2,4,4.09,1,18-25,1.07,0.97,0.713,38.12,0.246,0.562,1
Krishnagiri,Pochampalli,Rural,10.8219,78.9836,Domestic Violence,8,Sunday,Night,362,14.13,80.84,0.614,4,8,1.46,0,36-45,0.918,1.29,0.808,36.25,0.34,0.945,1
Dindigul,Palani,Rural,11.1039,79.1702,Theft,4,Thursday,Afternoon,669,14.68,72.75,0.205,7,4,3.09,1,60+,0.936,4.21,0.728,35.96,0.28,0.307,0
Thanjavur,Papanasam,Semi-Urban,10.3218,79.5191,Fraud,4,Monday,Night,653,12.85,81.39,0.123,7,8,2.14,1,60+,1.076,4.69,0.814,57.4,0.882,0.316,1
Erode,Erode,Semi-Urban,13.3925,79.9821,Cybercrime,1,Monday,Night,519,9.06,78.31,0.186,2,6,7.61,0,36-45,1.1,2.82,0.783,33.5,0.824,0.339,1
Tiruchirappalli,Lalgudi,Semi-Urban,9.3964,78.3364,Property Crime,6,Sunday,Night,229,12.22,66.61,0.618,6,8,7.61,0,26-35,1.039,4.09,0.666,64.38,0.589,0.475,1
Vellore,Arcot,Semi-Urban,10.6814,79.0709,Traffic Violation,11,Sunday,Afternoon,241,5.14,78.8,0.182,6,13,5.92,1,18-25,1.043,3.72,0.788,66.97,0.436,0.664,1
Sivaganga,Devakottai,Rural,12.6202,79.1224,Fraud,12,Wednesday,Afternoon,469,12.2,69.68,0.68,2,7,1.53,1,60+,1.069,2.63,0.697,68.1,0.57,0.857,0
Coimbatore,Coimbatore North,Urban,12.5596,80.1518,Cybercrime,2,Tuesday,Night,1020,6.88,94.48,0.491,12,28,7.43,0,46-60,1.05,4.08,0.945,86.79,0.646,0.402,0
Namakkal,Rasipuram,Rural,8.0456,80.2972,Traffic Violation,12,Saturday,Night,385,5.8,75.24,0.286,2,12,1.98,1,18-25,0.908,4.46,0.752,34.54,0.207,0.736,1
Ramanathapuram,Mudukulathur,Semi-Urban,9.0325,76.8555,Burglary,2,Sunday,Night,355,5.4,74.72,0.212,8,2,4.76,0,26-35,1.002,0.62,0.747,46.41,0.409,0.762,0
Cuddalore,Kattumannarkoil,Rural,8.3268,76.8467,Drug Offense,5,Tuesday,Afternoon,567,7.94,66.97,0.178,3,14,1.13,0,18-25,1.031,1.36,0.67,42.77,0.607,0.621,1
Sivaganga,Karaikudi,Rural,9.8793,77.4127,Drug Offense,5,Monday,Afternoon,731,5.47,81.24,0.161,6,11,6.04,0,18-25,0.97,2.03,0.812,34.48,0.831,0.569,0
Ramanathapuram,Kamuthi,Urban,8.374,79.1273,Burglary,9,Monday,Evening,545,13.75,81.62,0.127,5,15,5.86,0,18-25,1.073,4.04,0.816,57.52,0.684,0.662,0
Dharmapuri,Palacode,Urban,10.6781,80.1755,Theft,4,Sunday,Night,752,14.18,76.11,0.185,7,11,2.61,1,36-45,1.069,1.19,0.761,31.5,0.567,0.706,0
Thoothukudi,Kovilpatti,Rural,12.5103,78.1455,Property Crime,6,Sunday,Evening,452,12.24,83.67,0.383,8,7,3.11,0,18-25,0.97,4.76,0.837,32.45,0.406,0.819,0
Coimbatore,Mettupalayam,Urban,11.5477,79.8868,Cybercrime,8,Monday,Night,1159,3.35,94.61,0.505,8,33,6.36,0,18-25,0.932,1.47,0.946,87.04,0.291,0.747,0
Virudhunagar,Aruppukkottai,Urban,10.6159,79.3712,Cybercrime,11,Monday,Evening,556,9.24,79.61,0.14,5,13,4.39,1,60+,1.05,2.49,0.796,42.0,0.744,0.651,1
Tiruvannamalai,Polur,Semi-Urban,13.1261,79.5516,Domestic Violence,2,Monday,Morning,563,9.35,66.69,0.297,3,4,1.25,0,26-35,0.932,2.7,0.667,49.9,0.893,0.548,1
Cuddalore,Cuddalore,Semi-Urban,12.1959,78.4043,Burglary,8,Saturday,Night,668,12.3,82.07,0.108,4,10,1.66,0,26-35,1.099,2.11,0.821,62.59,0.776,0.76,0
Vellore,Arcot,Semi-Urban,12.6692,78.9244,Domestic Violence,9,Saturday,Night,212,10.4,81.5,0.524,3,11,1.85,0,26-35,1.026,1.06,0.815,32.42,0.784,0.929,1
Salem,Sankagiri,Rural,9.1266,79.4214,Assault,8,Tuesday,Morning,586,13.74,68.19,0.214,6,13,4.72,0,26-35,0.952,1.68,0.682,41.34,0.466,0.86,0
Sivaganga,Sivaganga,Semi-Urban,10.7815,76.5605,Drug Offense,4,Saturday,Evening,563,8.99,84.54,0.29,7,13,7.81,1,36-45,1.055,3.0,0.845,38.59,0.217,0.708,0
Sivaganga,Karaikudi,Semi-Urban,10.9922,76.1522,Theft,2,Friday,Night,351,7.27,68.02,0.284,5,14,7.02,0,60+,0.915,2.03,0.68,42.21,0.626,0.799,0
Coimbatore,Coimbatore North,Urban,13.1342,79.0549,Vandalism,5,Sunday,Morning,1855,4.05,85.52,0.757,19,15,2.36,0,46-60,0.954,4.02,0.855,83.19,0.7,0.479,0
Ramanathapuram,Ramanathapuram,Rural,9.2212,76.0742,Drug Offense,4,Sunday,Morning,539,7.31,73.86,0.404,5,10,4.45,1,60+,0.92,4.81,0.739,53.96,0.755,0.835,0
Coimbatore,Coimbatore South,Urban,8.8886,77.4478,Traffic Violation,5,Wednesday,Evening,1993,3.55,86.56,0.19,22,33,2.61,0,18-25,0.995,2.9,0.866,87.7,0.203,0.596,0
Sivaganga,Ilayangudi,Semi-Urban,10.3939,77.233,Property Crime,2,Sunday,Morning,385,10.69,71.17,0.612,7,4,3.02,0,46-60,1.078,4.04,0.712,30.98,0.752,0.316,0
Villupuram,Sankarapuram,Rural,11.3863,79.085,Theft,4,Monday,Night,786,11.67,84.08,0.354,6,12,3.94,1,60+,1.011,2.52,0.841,40.35,0.811,0.671,1
Namakkal,Kolli Hills,Semi-Urban,8.88,80.2644,Domestic Violence,1,Sunday,Evening,440,6.79,73.91,0.45,4,6,4.41,0,26-35,0.912,1.65,0.739,47.64,0.384,0.869,1
Dindigul,Nilakottai,Rural,10.9503,76.4215,Property Crime,4,Friday,Night,286,6.19,81.7,0.117,3,14,5.96,1,18-25,0.917,0.54,0.817,35.72,0.296,0.329,0
Tiruchirappalli,Srirangam,Rural,12.7657,79.9864,Burglary,8,Friday,Night,622,10.08,82.62,0.703,3,7,2.74,0,36-45,1.065,2.41,0.826,46.9,0.579,0.534,0
Erode,Modakurichi,Rural,12.5648,79.8198,Drug Offense,9,Thursday,Afternoon,424,5.93,79.13,0.627,3,6,1.95,0,26-35,1.058,4.92,0.791,64.96,0.516,0.358,0
Tiruchirappalli,Musiri,Semi-Urban,11.0539,76.4915,Traffic Violation,6,Wednesday,Morning,664,6.74,68.09,0.25,7,4,4.32,0,60+,1.065,2.68,0.681,56.03,0.496,0.636,1
Namakkal,Rasipuram,Rural,9.0812,78.0229,Burglary,11,Friday,Evening,464,10.03,83.81,0.311,7,15,6.61,1,26-35,0.983,1.2,0.838,66.29,0.726,0.387,1
Dharmapuri,Dharmapuri,Rural,12.9897,78.6735,Assault,1,Monday,Morning,675,5.52,77.87,0.545,3,2,6.3,0,60+,1.089,3.23,0.779,64.49,0.774,0.927,1
Thanjavur,Pattukottai,Rural,8.4776,76.7999,Assault,9,Monday,Morning,434,14.09,70.82,0.3,3,15,5.33,0,60+,0.973,4.72,0.708,61.23,0.81,0.363,1
Villupuram,Villupuram,Urban,11.6406,79.183,Cybercrime,1,Friday,Night,431,6.42,81.39,0.714,8,4,7.4,0,60+,0.902,3.84,0.814,50.76,0.608,0.819,1
Dharmapuri,Palacode,Rural,12.7261,79.5951,Domestic Violence,5,Saturday,Night,672,8.44,76.03,0.729,4,8,6.59,0,18-25,0.997,4.08,0.76,69.07,0.68,0.536,0
Coimbatore,Sulur,Urban,11.4367,77.7371,Theft,7,Sunday,Evening,1863,3.51,90.98,0.751,13,27,6.53,0,18-25,0.964,1.51,0.91,80.12,0.448,0.455,1
Dindigul,Natham,Rural,11.1437,78.3146,Burglary,1,Sunday,Morning,568,13.03,68.35,0.169,7,12,6.25,0,46-60,1.092,2.19,0.683,50.62,0.678,0.752,1
Kanchipuram,Madurantakam,Rural,11.9512,76.4428,Traffic Violation,3,Thursday,Afternoon,516,11.72,79.73,0.69,8,7,2.64,0,18-25,0.912,2.99,0.797,36.32,0.396,0.561,1
Villupuram,Sankarapuram,Semi-Urban,12.5258,77.4674,Theft,6,Wednesday,Night,513,12.5,84.42,0.271,2,12,4.2,0,26-35,1.065,3.1,0.844,54.46,0.337,0.757,0
Erode,Bhavani,Rural,10.5827,78.3049,Burglary,9,Thursday,Morning,258,10.02,69.76,0.671,6,12,6.15,0,46-60,0.993,1.89,0.698,59.87,0.891,0.65,0
Coimbatore,Mettupalayam,Semi-Urban,11.9885,76.9365,Burglary,9,Thursday,Night,1775,3.2,91.49,0.147,20,33,6.14,0,26-35,0.91,3.98,0.915,70.59,0.846,0.542,0
Thanjavur,Thanjavur,Rural,12.4165,79.6217,Vandalism,4,Sunday,Afternoon,315,7.69,82.26,0.458,4,7,2.15,1,36-45,1.032,4.91,0.823,42.35,0.424,0.564,0
Dindigul,Dindigul,Rural,9.7035,77.9413,Burglary,7,Sunday,Afternoon,714,12.53,71.52,0.414,2,6,3.62,0,18-25,1.051,1.4,0.715,47.87,0.363,0.412,0
Kanchipuram,Chengalpattu,Rural,11.3912,78.9708,Assault,5,Sunday,Evening,553,9.79,72.13,0.234,2,7,0.87,0,26-35,1.065,4.55,0.721,35.26,0.563,0.942,0
Namakkal,Kumarapalayam,Rural,8.2814,78.1289,Theft,9,Friday,Evening,229,6.46,70.14,0.743,2,9,3.19,0,18-25,1.094,1.31,0.701,51.89,0.477,0.631,0
Namakkal,Namakkal,Rural,10.8376,78.6421,Domestic Violence,3,Saturday,Night,785,6.95,82.33,0.42,2,8,5.8,0,26-35,0.971,0.85,0.823,53.29,0.302,0.752,1
Villupuram,Kallakurichi,Semi-Urban,8.4425,79.867,Burglary,9,Thursday,Afternoon,208,13.48,76.17,0.443,4,14,7.77,0,18-25,1.086,2.75,0.762,69.69,0.592,0.837,0
Coimbatore,Mettupalayam,Semi-Urban,13.0362,78.1185,Theft,5,Thursday,Night,1410,6.85,89.25,0.448,10,22,2.83,0,18-25,0.977,2.38,0.893,80.62,0.438,0.827,1
Dindigul,Dindigul,Rural,10.0178,79.7341,Cybercrime,7,Friday,Morning,247,10.47,76.35,0.774,8,7,6.36,0,18-25,0.929,1.02,0.763,40.43,0.7,0.387,1
Thanjavur,Papanasam,Rural,11.2333,80.0385,Assault,8,Sunday,Evening,243,14.98,80.23,0.482,3,11,3.71,0,60+,0.921,3.17,0.802,39.91,0.673,0.398,0
Erode,Erode,Rural,9.2252,79.3018,Assault,2,Thursday,Morning,472,14.83,71.91,0.436,7,2,0.95,0,60+,1.079,0.76,0.719,63.82,0.665,0.861,0
Cuddalore,Cuddalore,Rural,11.5458,77.9231,Assault,7,Friday,Morning,276,5.52,83.48,0.773,8,14,4.81,0,46-60,0.945,4.99,0.835,67.85,0.202,0.857,0
Dindigul,Natham,Semi-Urban,9.3393,77.6771,Assault,2,Tuesday,Evening,424,14.05,84.56,0.629,2,2,1.94,0,18-25,0.98,4.5,0.846,32.89,0.832,0.399,1
Tiruchirappalli,Lalgudi,Semi-Urban,11.5641,76.4805,Burglary,2,Sunday,Night,350,6.13,67.55,0.271,4,3,3.33,0,60+,1.084,3.52,0.675,65.63,0.502,0.343,1
Karur,Karur,Rural,8.0337,78.6828,Fraud,5,Wednesday,Morning,653,13.9,75.93,0.543,4,9,2.45,0,18-25,0.995,0.61,0.759,69.6,0.261,0.671,0
Krishnagiri,Pochampalli,Rural,10.6499,78.7395,Fraud,10,Wednesday,Morning,688,11.35,72.17,0.705,6,5,7.37,1,36-45,0.983,1.45,0.722,37.57,0.716,0.645,0
Cuddalore,Vridhachalam,Semi-Urban,8.593,76.7765,Fraud,6,Friday,Morning,319,12.34,70.02,0.536,3,8,1.39,0,46-60,1.089,3.95,0.7,61.37,0.748,0.632,0
Vellore,Vellore,Rural,8.5958,77.7353,Drug Offense,10,Wednesday,Evening,494,7.45,66.67,0.455,4,5,4.17,1,18-25,0.961,4.7,0.667,45.61,0.833,0.545,1
Madurai,Melur,Urban,11.2939,80.1069,Traffic Violation,6,Tuesday,Morning,1966,6.42,94.44,0.359,16,28,0.53,0,36-45,0.924,2.53,0.944,74.56,0.878,0.475,1
Namakkal,Rasipuram,Semi-Urban,8.7959,79.8348,Burglary,6,Sunday,Night,232,11.66,68.47,0.567,6,8,6.04,0,60+,0.919,4.29,0.685,61.89,0.202,0.341,0
Sivaganga,Devakottai,Semi-Urban,13.3444,77.7582,Assault,1,Tuesday,Morning,310,13.65,83.1,0.292,3,5,5.24,0,46-60,0.944,3.33,0.831,48.48,0.876,0.686,1
Chennai,Sholinganallur,Urban,8.6802,77.5142,Theft,6,Tuesday,Night,1404,6.12,86.58,0.568,8,21,4.7,0,18-25,0.949,4.07,0.866,70.23,0.325,0.689,1
Erode,Erode,Rural,8.3946,77.7262,Assault,12,Monday,Morning,417,8.28,83.78,0.271,6,11,1.84,1,18-25,0.933,4.35,0.838,34.97,0.378,0.8,1
Coimbatore,Mettupalayam,Semi-Urban,11.3273,77.1456,Assault,8,Monday,Morning,1553,4.39,93.27,0.181,10,25,1.62,0,46-60,1.082,4.62,0.933,85.16,0.747,0.721,1
Tiruchirappalli,Musiri,Rural,13.4758,79.077,Fraud,12,Sunday,Night,747,8.3,80.88,0.643,6,8,4.94,1,36-45,1.097,4.42,0.809,41.31,0.614,0.325,1
Dindigul,Dindigul,Semi-Urban,13.0434,77.1549,Theft,6,Saturday,Evening,584,7.26,71.19,0.205,6,7,0.95,0,36-45,0.901,1.95,0.712,66.05,0.742,0.827,1
Namakkal,Tiruchengode,Semi-Urban,9.1068,77.7139,Cybercrime,8,Monday,Afternoon,412,5.63,67.45,0.474,6,5,1.21,0,46-60,1.025,4.36,0.674,54.32,0.46,0.511,1
Virudhunagar,Aruppukkottai,Rural,11.6178,79.7149,Domestic Violence,1,Sunday,Evening,714,5.52,74.67,0.213,7,9,6.78,0,36-45,1.051,2.22,0.747,38.49,0.279,0.751,0
Dindigul,Kodaikanal,Rural,12.4788,79.6964,Domestic Violence,6,Friday,Evening,502,6.22,70.07,0.315,6,2,3.24,0,60+,0.922,3.08,0.701,38.77,0.253,0.797,1
Chennai,Chennai Central,Urban,10.3708,76.2607,Burglary,8,Thursday,Evening,828,7.12,85.85,0.794,15,38,4.7,0,60+,1.073,2.92,0.858,89.52,0.317,0.823,1
Kanchipuram,Sriperumbudur,Rural,10.5026,80.3658,Theft,11,Monday,Evening,309,10.58,68.38,0.606,7,5,1.64,1,26-35,0.914,2.02,0.684,62.58,0.729,0.703,0
Thoothukudi,Vilathikulam,Rural,12.4952,77.0752,Burglary,9,Friday,Night,752,9.39,79.89,0.206,4,14,1.8,0,46-60,0.909,2.81,0.799,60.14,0.454,0.793,1
Ramanathapuram,Mudukulathur,Urban,10.9746,76.0797,Domestic Violence,3,Sunday,Morning,798,13.88,70.09,0.585,5,4,2.2,0,46-60,0.932,4.54,0.701,66.56,0.577,0.357,1
Tirunelveli,Radhapuram,Urban,9.5041,76.0968,Drug Offense,1,Thursday,Afternoon,628,7.8,66.57,0.492,6,15,3.17,0,18-25,1.033,0.69,0.666,53.34,0.581,0.677,0
Coimbatore,Pollachi,Urban,8.5728,76.0044,Theft,8,Monday,Morning,1512,4.53,94.42,0.487,16,30,3.11,0,46-60,1.091,2.97,0.944,89.46,0.888,0.753,1
Tiruchirappalli,Srirangam,Rural,11.5732,80.1102,Burglary,10,Sunday,Night,523,12.7,83.78,0.332,6,8,5.77,1,26-35,1.036,2.37,0.838,56.97,0.716,0.516,1
Villupuram,Villupuram,Semi-Urban,12.0351,77.5755,Theft,7,Thursday,Evening,471,14.83,84.79,0.198,4,6,0.74,0,26-35,0.993,4.88,0.848,67.97,0.554,0.847,0
Madurai,Madurai South,Semi-Urban,11.1176,76.1288,Assault,4,Monday,Night,1351,6.03,89.29,0.542,23,34,1.89,1,46-60,1.04,4.64,0.893,85.36,0.401,0.78,1
Ramanathapuram,Kamuthi,Rural,12.0644,76.4818,Cybercrime,3,Friday,Morning,546,8.88,65.81,0.202,8,5,2.62,0,36-45,1.036,2.18,0.658,37.04,0.884,0.654,0
Salem,Vazhapadi,Rural,8.9562,80.4508,Vandalism,6,Tuesday,Afternoon,476,10.93,80.12,0.393,7,6,3.25,0,26-35,1.035,2.03,0.801,49.16,0.452,0.877,1
Coimbatore,Coimbatore South,Semi-Urban,12.5116,78.121,Domestic Violence,2,Monday,Afternoon,1154,3.52,91.19,0.317,8,30,6.31,0,46-60,0.982,4.48,0.912,83.73,0.868,0.724,1
Virudhunagar,Virudhunagar,Rural,9.4961,76.6369,Theft,5,Sunday,Night,381,7.99,68.43,0.378,2,8,2.95,0,36-45,0.925,4.17,0.684,54.47,0.366,0.589,1
Krishnagiri,Krishnagiri,Rural,8.8693,78.6518,Burglary,5,Saturday,Night,482,14.21,70.29,0.385,7,10,3.05,0,36-45,1.097,4.59,0.703,33.1,0.36,0.51,0
Dindigul,Nilakottai,Semi-Urban,11.743,78.7262,Domestic Violence,1,Wednesday,Night,771,5.49,67.6,0.277,8,2,7.89,0,26-35,1.082,2.32,0.676,62.66,0.828,0.468,0
Krishnagiri,Hosur,Rural,11.5776,76.8953,Fraud,6,Thursday,Afternoon,511,10.78,66.16,0.574,8,5,5.55,0,18-25,0.905,1.32,0.662,55.43,0.845,0.508,1
Thanjavur,Papanasam,Rural,8.6332,77.8322,Vandalism,2,Monday,Night,513,14.68,74.11,0.286,7,15,7.3,0,26-35,1.087,4.85,0.741,38.95,0.252,0.403,0
Dharmapuri,Palacode,Urban,8.7268,80.4703,Vandalism,12,Wednesday,Evening,288,13.09,79.05,0.501,4,3,0.65,1,60+,0.935,2.65,0.791,43.42,0.741,0.406,0
Kanchipuram,Madurantakam,Rural,12.6647,78.6706,Domestic Violence,1,Friday,Night,395,13.55,83.77,0.189,6,5,5.86,0,26-35,1.005,3.21,0.838,37.37,0.509,0.522,0
Coimbatore,Coimbatore North,Urban,9.609,78.6971,Fraud,10,Sunday,Night,1016,5.49,88.88,0.389,25,26,3.99,1,18-25,1.012,2.57,0.889,70.68,0.885,0.893,1
Namakkal,Kolli Hills,Rural,8.072,80.0961,Domestic Violence,8,Tuesday,Morning,747,6.35,80.84,0.369,3,6,2.24,0,26-35,1.047,1.17,0.808,32.09,0.621,0.387,1
Kanchipuram,Chengalpattu,Rural,10.5395,80.0791,Theft,9,Wednesday,Night,667,6.96,79.97,0.159,2,11,0.82,0,36-45,1.05,2.75,0.8,68.79,0.621,0.756,0
Madurai,Thirumangalam,Semi-Urban,10.9947,78.8944,Traffic Violation,3,Sunday,Afternoon,1856,3.55,91.31,0.766,16,29,1.64,0,46-60,0.994,0.74,0.913,82.42,0.645,0.401,1
Tiruvannamalai,Cheyyar,Rural,13.2682,80.0677,Burglary,8,Sunday,Night,567,9.32,82.94,0.579,4,7,3.66,0,60+,0.962,2.45,0.829,49.92,0.415,0.33,1
Namakkal,Kolli Hills,Rural,10.1052,80.4543,Assault,9,Friday,Afternoon,516,8.06,68.94,0.354,7,9,4.95,0,26-35,0.923,4.98,0.689,67.4,0.404,0.806,1
Chennai,Chennai South,Urban,11.5923,77.1367,Theft,2,Thursday,Night,985,6.59,94.89,0.523,16,36,1.86,0,26-35,0.986,2.08,0.949,82.51,0.753,0.884,1
Thanjavur,Thiruvidaimarudur,Semi-Urban,9.4452,77.8195,Theft,6,Saturday,Afternoon,450,11.05,68.08,0.427,3,14,2.75,0,26-35,1.043,0.71,0.681,56.66,0.237,0.583,1
Namakkal,Kumarapalayam,Rural,12.6764,78.2911,Burglary,9,Sunday,Night,696,13.28,71.44,0.268,4,4,6.8,0,36-45,0.948,1.38,0.714,36.45,0.649,0.744,1
Villupuram,Gingee,Rural,12.0075,78.8918,Traffic Violation,11,Tuesday,Evening,407,8.47,80.96,0.542,6,10,1.0,1,36-45,1.027,2.82,0.81,42.78,0.711,0.681,1
Krishnagiri,Denkanikottai,Rural,11.7496,79.8553,Fraud,2,Friday,Evening,400,14.33,80.2,0.761,3,12,7.56,0,18-25,0.974,2.57,0.802,67.77,0.88,0.685,1
Erode,Erode,Rural,9.6159,77.3858,Property Crime,8,Sunday,Evening,202,8.33,74.94,0.204,6,15,5.87,0,26-35,1.055,3.6,0.749,46.96,0.798,0.868,1
Chennai,Chennai North,Urban,13.3703,77.3986,Assault,6,Thursday,Afternoon,1335,3.72,88.15,0.607,8,40,5.08,0,60+,1.072,2.21,0.881,79.27,0.523,0.488,1
Dindigul,Palani,Rural,11.2806,78.2346,Theft,12,Thursday,Afternoon,344,10.17,76.47,0.329,4,9,7.13,1,18-25,0.933,3.12,0.765,41.01,0.735,0.736,0
Villupuram,Gingee,Rural,12.7287,79.5819,Burglary,1,Friday,Night,580,8.18,80.86,0.759,8,7,1.4,0,36-45,0.989,1.04,0.809,66.37,0.72,0.36,0
Krishnagiri,Hosur,Urban,12.3425,79.8835,Cybercrime,9,Monday,Evening,426,14.43,73.19,0.313,5,10,2.77,0,60+,0.931,1.22,0.732,57.91,0.725,0.534,1
Salem,Sankagiri,Semi-Urban,13.2814,77.9134,Burglary,7,Wednesday,Night,507,9.4,79.24,0.514,8,8,5.91,0,26-35,0.972,4.56,0.792,49.7,0.641,0.681,0
Tiruvannamalai,Polur,Rural,8.2895,77.8627,Burglary,5,Friday,Evening,486,9.62,70.16,0.409,8,4,5.17,0,60+,0.916,1.18,0.702,69.17,0.388,0.666,0
Villupuram,Tindivanam,Rural,10.9228,79.4169,Domestic Violence,1,Tuesday,Night,565,13.6,84.14,0.232,7,2,2.31,0,26-35,0.901,3.88,0.841,54.39,0.734,0.532,0
Tirunelveli,Palayamkottai,Rural,8.9646,77.1768,Theft,10,Thursday,Night,745,11.01,71.43,0.151,2,10,4.49,1,18-25,0.939,4.67,0.714,59.42,0.432,0.577,0
