district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,weather,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Erode,Erode,Rural,10.177,77.8743,Property Crime,4,Tuesday,Night,214,10.39,79.4,0.209,5,6,3.6,Rainy,1,36-45,1.056,0.96,0.794,37.46,0.727,0.518,1
Salem,Mettur,Rural,11.2598,77.3397,Traffic Violation,9,Sunday,Afternoon,785,6.3,78.68,0.375,6,3,6.41,Sunny,0,18-25,0.955,1.12,0.787,40.28,0.799,0.761,0
Sivaganga,Ilayangudi,Rural,8.0455,80.0002,Burglary,11,Saturday,Afternoon,448,11.45,76.51,0.193,2,12,7.01,Rainy,1,60+,1.049,2.74,0.765,51.85,0.81,0.717,1
Sivaganga,Ilayangudi,Semi-Urban,8.3709,78.8613,Fraud,5,Tuesday,Night,316,9.78,67.77,0.358,4,7,2.77,Rainy,0,36-45,1.073,2.6,0.678,35.61,0.588,0.781,1
Madurai,Thirumangalam,Urban,8.8379,77.2137,Burglary,5,Saturday,Night,873,7.93,91.88,0.253,25,24,6.33,Hot,0,60+,0.982,0.68,0.919,83.48,0.293,0.397,0
Villupuram,Tindivanam,Rural,9.9894,76.5154,Burglary,4,Thursday,Afternoon,415,7.68,69.45,0.197,3,4,2.65,Cloudy,1,36-45,1.06,3.61,0.694,66.14,0.793,0.564,0
Cuddalore,Chidambaram,Rural,10.4798,79.2741,Cybercrime,8,Sunday,Evening,608,14.74,73.95,0.736,3,14,2.47,Cloudy,0,36-45,1.096,3.21,0.739,54.59,0.531,0.332,0
Coimbatore,Mettupalayam,Semi-Urban,9.7477,76.2176,Cybercrime,12,Friday,Night,844,7.63,92.92,0.196,18,40,5.11,Hot,1,18-25,1.096,2.93,0.929,81.75,0.815,0.482,1
Tiruvannamalai,Tiruvannamalai,Semi-Urban,8.3749,79.2747,Domestic Violence,8,Tuesday,Night,644,7.51,70.23,0.429,7,8,5.29,Cloudy,0,36-45,0.971,0.55,0.702,58.11,0.667,0.607,0
Krishnagiri,Bargur,Rural,8.5493,80.1338,Vandalism,10,Friday,Night,429,14.78,79.39,0.67,6,9,4.35,Cloudy,1,18-25,1.036,3.76,0.794,53.92,0.347,0.619,0
Dindigul,Nilakottai,Semi-Urban,12.3293,80.3001,Drug Offense,3,Wednesday,Afternoon,689,5.67,73.34,0.204,7,7,6.14,Sunny,0,36-45,1.062,4.31,0.733,59.63,0.465,0.541,1
Tiruvannamalai,Arani,Rural,10.0041,77.9117,Theft,4,Wednesday,Night,796,12.07,73.98,0.725,6,9,2.49,Sunny,1,46-60,1.098,0.96,0.74,31.44,0.555,0.677,1
Krishnagiri,Hosur,Rural,12.5421,79.3052,Domestic Violence,10,Thursday,Evening,200,5.01,80.07,0.424,3,14,5.72,Cloudy,1,36-45,0.936,2.38,0.801,46.69,0.398,0.869,0
Thanjavur,Pattukottai,Semi-Urban,10.8041,78.417,Burglary,4,Wednesday,Evening,535,11.32,68.48,0.56,4,7,2.16,Hot,1,46-60,0.973,0.64,0.685,54.53,0.661,0.612,1
Cuddalore,Vridhachalam,Rural,9.6971,80.157,Fraud,2,Sunday,Evening,245,11.82,66.46,0.646,8,6,5.86,Rainy,0,46-60,0.993,2.64,0.665,56.73,0.486,0.534,1
Salem,Mettur,Rural,11.5578,77.0593,Property Crime,3,Tuesday,Evening,343,14.42,66.52,0.537,7,8,3.75,Sunny,0,18-25,0.926,1.43,0.665,40.3,0.864,0.739,1
Kanchipuram,Kanchipuram,Rural,9.9123,80.4191,Domestic Violence,3,Tuesday,Morning,751,7.55,66.1,0.259,4,6,7.4,Sunny,0,18-25,1.085,3.05,0.661,30.48,0.612,0.465,0
Ramanathapuram,Ramanathapuram,Urban,12.1866,79.3323,Vandalism,3,Sunday,Morning,740,5.83,84.85,0.372,4,9,3.54,Rainy,0,18-25,0.958,1.19,0.848,64.47,0.388,0.649,1
Dharmapuri,Karimangalam,Rural,10.7966,77.4709,Fraud,5,Thursday,Evening,410,14.8,70.14,0.269,2,2,3.59,Sunny,0,18-25,1.056,2.42,0.701,51.67,0.259,0.34,1
Dharmapuri,Palacode,Rural,9.8042,76.127,Property Crime,9,Monday,Evening,253,13.74,71.2,0.245,5,14,2.01,Sunny,0,46-60,1.047,2.11,0.712,56.49,0.802,0.759,0
Tirunelveli,Palayamkottai,Rural,10.176,80.369,Fraud,3,Wednesday,Morning,740,6.27,74.37,0.568,4,2,7.37,Rainy,0,36-45,1.031,4.21,0.744,37.54,0.857,0.349,1
Dindigul,Nilakottai,Rural,9.2467,79.9385,Property Crime,12,Monday,Afternoon,468,14.28,67.72,0.491,8,12,5.22,Sunny,1,46-60,0.953,2.0,0.677,56.24,0.721,0.772,1
Coimbatore,Pollachi,Urban,8.7939,76.6168,Cybercrime,2,Monday,Night,1375,5.61,85.18,0.546,15,20,5.42,Hot,0,18-25,0.938,2.67,0.852,71.06,0.796,0.401,1
Vellore,Gudiyatham,Rural,11.2777,79.5421,Burglary,5,Thursday,Afternoon,582,6.08,81.84,0.771,2,6,5.37,Rainy,0,60+,1.046,0.99,0.818,38.48,0.769,0.459,1
Chennai,Chennai Central,Urban,9.0194,78.0377,Fraud,5,Wednesday,Morning,1518,5.09,94.09,0.715,9,23,7.19,Hot,0,18-25,0.998,4.49,0.941,80.72,0.693,0.446,1
Tiruchirappalli,Musiri,Rural,9.3834,77.3734,Cybercrime,9,Tuesday,Evening,374,7.32,79.9,0.205,2,14,2.58,Sunny,0,18-25,1.066,4.69,0.799,33.82,0.648,0.93,0
Villupuram,Villupuram,Semi-Urban,13.3448,77.8038,Property Crime,4,Friday,Afternoon,407,14.81,84.53,0.545,4,6,5.38,Sunny,1,26-35,1.034,3.35,0.845,39.83,0.458,0.722,0
Thoothukudi,Thoothukudi,Rural,10.7496,77.1652,Vandalism,4,Saturday,Afternoon,248,11.85,74.9,0.217,6,13,1.16,Rainy,1,60+,0.92,2.34,0.749,46.75,0.507,0.902,1
Thoothukudi,Srivaikuntam,Semi-Urban,13.281,79.0386,Theft,1,Sunday,Evening,771,7.04,78.14,0.577,8,7,2.9,Sunny,0,60+,1.054,0.82,0.781,50.1,0.229,0.485,0
Ramanathapuram,Paramakudi,Rural,11.9856,80.075,Assault,3,Thursday,Night,361,7.69,81.87,0.604,8,9,0.82,Sunny,0,60+,0.989,3.63,0.819,61.27,0.276,0.599,1
Namakkal,Kumarapalayam,Rural,10.4587,79.0086,Cybercrime,6,Wednesday,Night,697,5.32,69.48,0.272,7,11,3.38,Rainy,0,18-25,0.971,3.93,0.695,35.06,0.351,0.386,0
Erode,Bhavani,Semi-Urban,8.5308,76.6181,Domestic Violence,3,Saturday,Evening,596,5.84,84.82,0.241,6,13,4.88,Cloudy,0,46-60,1.0,4.32,0.848,68.68,0.291,0.804,0
Erode,Gobichettipalayam,Rural,10.9555,76.7751,Vandalism,1,Thursday,Morning,320,12.4,70.02,0.438,6,11,4.63,Rainy,0,36-45,0.931,3.65,0.7,35.32,0.302,0.337,0
Ramanathapuram,Kamuthi,Semi-Urban,9.4078,78.9017,Traffic Violation,8,Tuesday,Evening,621,11.89,65.49,0.579,3,9,6.8,Cloudy,0,46-60,1.094,1.49,0.655,58.05,0.246,0.459,1
Tiruvannamalai,Polur,Rural,8.147,78.3934,Cybercrime,5,Thursday,Evening,228,10.49,66.9,0.275,5,10,5.35,Hot,0,46-60,1.067,3.73,0.669,62.04,0.847,0.754,1
Cuddalore,Cuddalore,Semi-Urban,9.9126,77.1401,Drug Offense,11,Sunday,Evening,733,11.35,70.23,0.229,2,15,2.66,Rainy,1,60+,1.0,0.68,0.702,51.6,0.434,0.459,1
Virudhunagar,Sattur,Rural,13.4315,77.7765,Theft,4,Saturday,Night,206,10.08,65.29,0.595,2,13,7.27,Hot,1,46-60,0.969,2.88,0.653,69.12,0.442,0.403,0
Karur,Kulithalai,Semi-Urban,8.5575,79.4476,Property Crime,9,Saturday,Night,430,6.7,80.64,0.774,7,15,0.6,Cloudy,0,46-60,1.019,4.32,0.806,49.84,0.417,0.812,1
Villupuram,Villupuram,Rural,11.1779,76.5036,Assault,11,Friday,Evening,263,5.19,74.06,0.66,8,2,6.44,Sunny,1,18-25,1.043,4.97,0.741,55.41,0.314,0.857,1
Tiruvannamalai,Vandavasi,Rural,13.3906,76.071,Burglary,1,Saturday,Evening,372,9.03,74.97,0.379,6,9,3.26,Cloudy,0,26-35,1.002,0.78,0.75,46.96,0.378,0.75,1
Krishnagiri,Krishnagiri,Rural,12.7625,76.8055,Fraud,12,Monday,Morning,624,8.24,73.73,0.162,3,15,7.03,Sunny,1,46-60,0.966,4.21,0.737,49.87,0.221,0.904,0
Dharmapuri,Nallampalli,Semi-Urban,9.0421,76.1771,Theft,6,Tuesday,Night,404,12.28,72.14,0.624,8,10,4.35,Cloudy,0,18-25,1.02,4.35,0.721,33.25,0.332,0.671,1
Vellore,Arcot,Rural,10.563,77.7969,Burglary,8,Tuesday,Evening,318,12.36,69.24,0.115,2,15,3.48,Cloudy,0,18-25,0.902,1.38,0.692,67.54,0.771,0.913,1
Chennai,Ambattur,Urban,11.1182,76.9557,Burglary,11,Tuesday,Morning,952,3.89,93.21,0.138,14,22,1.98,Rainy,1,18-25,1.073,3.66,0.932,76.62,0.412,0.643,1
Erode,Gobichettipalayam,Rural,10.9512,79.0443,Burglary,2,Saturday,Morning,795,6.41,74.68,0.54,5,9,3.23,Cloudy,0,26-35,0.969,4.77,0.747,51.41,0.81,0.571,1
Virudhunagar,Sattur,Rural,8.0536,79.5223,Burglary,3,Monday,Evening,324,12.7,82.97,0.592,8,5,1.39,Cloudy,0,26-35,0.937,4.79,0.83,44.03,0.511,0.458,1
Dindigul,Dindigul,Urban,11.6475,77.333,Theft,9,Thursday,Night,508,8.89,84.91,0.385,2,15,6.74,Hot,0,46-60,1.053,1.89,0.849,32.26,0.569,0.613,0
Tiruvannamalai,Polur,Rural,10.4328,78.0025,Traffic Violation,2,Tuesday,Afternoon,727,6.15,66.61,0.641,7,14,5.38,Cloudy,0,26-35,1.035,3.27,0.666,66.01,0.784,0.604,1
Coimbatore,Coimbatore South,Urban,11.9052,78.2307,Burglary,7,Sunday,Morning,1664,6.6,87.68,0.387,25,20,0.93,Sunny,0,18-25,0.96,1.4,0.877,80.28,0.34,0.698,0
Thanjavur,Kumbakonam,Rural,13.4497,76.0177,Property Crime,12,Sunday,Morning,630,5.13,75.47,0.577,7,6,5.15,Cloudy,1,46-60,0.927,1.34,0.755,57.8,0.862,0.574,1
Coimbatore,Mettupalayam,Semi-Urban,8.1491,77.6529,Fraud,1,Friday,Morning,986,6.0,92.56,0.5,11,22,7.24,Rainy,0,18-25,1.028,3.27,0.926,87.28,0.773,0.87,0
Chennai,Sholinganallur,Urban,9.8353,79.1372,Theft,4,Wednesday,Evening,1185,6.69,86.77,0.239,24,29,3.13,Rainy,1,60+,1.1,0.6,0.868,86.33,0.499,0.575,0
Namakkal,Kolli Hills,Urban,12.7296,77.8359,Traffic Violation,3,Thursday,Afternoon,338,7.02,71.2,0.365,5,10,2.62,Hot,0,46-60,1.082,1.59,0.712,38.0,0.342,0.828,1
Dharmapuri,Palacode,Semi-Urban,9.2587,76.2188,Cybercrime,2,Friday,Afternoon,760,7.5,77.71,0.503,5,7,7.49,Rainy,0,26-35,0.912,2.66,0.777,51.26,0.392,0.346,0
Virudhunagar,Aruppukkottai,Rural,12.806,78.7259,Assault,9,Monday,Afternoon,208,10.61,80.24,0.367,3,10,1.6,Hot,0,26-35,0.911,4.44,0.802,33.95,0.716,0.582,0
Erode,Modakurichi,Rural,8.9959,79.6459,Assault,5,Monday,Evening,790,9.21,67.82,0.343,7,11,0.67,Sunny,0,26-35,1.016,2.06,0.678,46.51,0.888,0.387,0
Sivaganga,Sivaganga,Urban,8.2354,76.7827,Drug Offense,1,Thursday,Evening,326,12.06,79.72,0.781,3,13,2.56,Hot,0,46-60,1.06,2.76,0.797,32.76,0.877,0.845,1
Kanchipuram,Sriperumbudur,Semi-Urban,10.2531,77.7616,Theft,11,Monday,Night,271,14.46,79.58,0.179,4,13,5.22,Sunny,1,26-35,1.017,4.15,0.796,42.81,0.871,0.369,1
Chennai,Ambattur,Urban,8.385,79.1901,Cybercrime,9,Wednesday,Night,1511,5.53,93.45,0.264,10,34,1.67,Sunny,0,60+,1.084,3.35,0.935,82.33,0.567,0.501,0
Thanjavur,Kumbakonam,Rural,8.1476,79.9331,Traffic Violation,4,Wednesday,Night,332,8.71,83.06,0.173,7,11,7.88,Rainy,1,18-25,1.014,2.06,0.831,62.48,0.7,0.465,0
Villupuram,Villupuram,Semi-Urban,11.9092,76.3842,Domestic Violence,3,Tuesday,Afternoon,339,9.82,70.2,0.34,3,4,3.93,Sunny,0,36-45,0.984,3.68,0.702,52.21,0.783,0.353,0
Salem,Omalur,Semi-Urban,13.0025,78.8541,Theft,2,Saturday,Night,218,12.15,78.18,0.145,3,3,4.94,Sunny,0,60+,1.089,0.97,0.782,58.13,0.572,0.523,0
Kanchipuram,Uthiramerur,Rural,9.8974,77.2468,Cybercrime,8,Monday,Morning,246,7.58,81.96,0.794,4,10,2.16,Cloudy,0,26-35,1.03,4.0,0.82,54.33,0.215,0.822,0
Virudhunagar,Virudhunagar,Rural,10.5603,77.0426,Burglary,3,Saturday,Night,735,7.61,74.27,0.732,7,13,1.15,Cloudy,0,46-60,0.928,2.53,0.743,44.42,0.431,0.64,1
Erode,Gobichettipalayam,Semi-Urban,12.0065,78.4341,Vandalism,7,Monday,Morning,452,11.46,78.73,0.674,6,10,4.11,Hot,0,36-45,0.937,1.9,0.787,50.38,0.789,0.355,1
Villupuram,Tindivanam,Semi-Urban,12.8951,77.8397,Burglary,4,Sunday,Afternoon,550,13.38,84.36,0.224,6,10,3.78,Cloudy,1,18-25,0.994,4.45,0.844,53.37,0.27,0.932,1
Tirunelveli,Tirunelveli,Semi-Urban,13.157,76.6585,Burglary,5,Saturday,Evening,298,10.08,72.93,0.578,5,9,5.48,Rainy,0,26-35,0.982,4.62,0.729,66.29,0.485,0.912,0
Thanjavur,Kumbakonam,Semi-Urban,13.0753,76.5137,Theft,3,Saturday,Afternoon,483,11.98,79.14,0.553,4,10,1.74,Sunny,0,60+,1.062,4.08,0.791,55.48,0.274,0.371,1
Salem,Vazhapadi,Rural,11.1733,79.016,Burglary,6,Sunday,Evening,704,10.04,73.44,0.471,4,14,6.04,Cloudy,0,36-45,1.086,4.55,0.734,59.28,0.457,0.577,0
Dindigul,Kodaikanal,Semi-Urban,8.1838,76.6513,Domestic Violence,10,Friday,Afternoon,582,14.61,69.76,0.35,7,7,3.32,Rainy,1,18-25,0.944,1.15,0.698,40.52,0.615,0.811,1
Cuddalore,Vridhachalam,Rural,12.1608,76.9764,Theft,10,Saturday,Evening,290,6.14,68.93,0.206,5,8,2.63,Cloudy,1,46-60,1.003,4.47,0.689,40.5,0.674,0.347,1
Thoothukudi,Kovilpatti,Semi-Urban,8.1293,76.9034,Fraud,1,Monday,Night,618,8.7,72.64,0.336,4,6,5.01,Hot,0,46-60,1.049,0.65,0.726,67.61,0.429,0.712,0
Salem,Vazhapadi,Semi-Urban,10.8113,80.2825,Domestic Violence,12,Monday,Morning,478,11.83,78.13,0.512,3,14,3.29,Rainy,1,26-35,0.915,0.99,0.781,31.23,0.598,0.817,1
Virudhunagar,Virudhunagar,Semi-Urban,13.2818,77.8575,Assault,7,Monday,Afternoon,650,9.35,77.85,0.504,8,11,2.57,Rainy,0,18-25,0.975,0.69,0.778,34.18,0.221,0.648,1
Tiruchirappalli,Lalgudi,Rural,12.0084,76.6868,Assault,11,Saturday,Morning,690,8.09,76.54,0.369,7,12,5.74,Sunny,1,60+,1.078,4.5,0.765,50.35,0.639,0.795,0
Chennai,Sholinganallur,Urban,10.9337,79.253,Theft,9,Thursday,Evening,1796,6.47,89.86,0.13,12,25,7.16,Rainy,0,26-35,0.946,2.73,0.899,78.64,0.463,0.369,0
Namakkal,Kolli Hills,Semi-Urban,10.7364,76.5211,Traffic Violation,12,Saturday,Night,794,8.9,71.75,0.359,4,2,7.81,Cloudy,1,18-25,1.008,1.63,0.718,31.31,0.363,0.635,0
Coimbatore,Sulur,Urban,12.6139,77.0903,Fraud,2,Sunday,Evening,1733,7.26,91.63,0.672,14,20,0.97,Hot,0,18-25,0.995,4.14,0.916,79.41,0.704,0.836,1
Tiruchirappalli,Musiri,Rural,12.1891,76.671,Theft,9,Monday,Night,645,11.92,75.76,0.124,2,3,0.87,Sunny,0,46-60,0.941,3.2,0.758,69.85,0.662,0.435,1
Krishnagiri,Krishnagiri,Rural,12.5411,76.14,Burglary,3,Monday,Night,313,14.45,78.91,0.757,2,10,3.28,Sunny,0,60+,0.923,2.18,0.789,55.69,0.831,0.488,0
Madurai,Madurai South,Urban,11.6164,78.5639,Traffic Violation,6,Saturday,Morning,1507,3.3,86.96,0.619,13,26,4.81,Cloudy,0,26-35,1.066,3.38,0.87,79.3,0.428,0.84,1
Thoothukudi,Ottapidaram,Urban,12.5608,77.7578,Vandalism,2,Sunday,Night,413,8.6,77.69,0.467,2,10,6.96,Rainy,0,18-25,0.907,3.03,0.777,48.83,0.499,0.948,0
Tiruvannamalai,Polur,Semi-Urban,12.601,78.4237,Domestic Violence,8,Friday,Morning,539,11.56,81.46,0.604,7,9,7.02,Sunny,0,46-60,0.993,4.44,0.815,58.63,0.368,0.442,1
Salem,Salem,Rural,9.4269,80.1886,Burglary,2,Tuesday,Afternoon,377,12.5,71.73,0.795,7,13,0.94,Cloudy,0,36-45,0.925,1.05,0.717,35.85,0.488,0.828,0
Erode,Gobichettipalayam,Rural,12.31,78.1457,Assault,5,Monday,Evening,798,10.08,72.37,0.737,4,13,5.05,Sunny,0,36-45,0.905,3.99,0.724,49.19,0.707,0.464,1
Villupuram,Tindivanam,Rural,9.3199,79.0745,Domestic Violence,10,Monday,Morning,397,8.85,65.49,0.504,2,3,1.9,Hot,1,36-45,0.914,0.55,0.655,54.73,0.734,0.522,1
Karur,Krishnarayapuram,Rural,12.8972,79.7524,Traffic Violation,4,Wednesday,Night,689,11.41,74.42,0.684,2,15,5.77,Cloudy,1,46-60,0.944,4.82,0.744,64.85,0.316,0.5,0
Thoothukudi,Vilathikulam,Rural,13.4755,77.2756,Property Crime,5,Saturday,Night,270,7.07,72.82,0.6,6,7,1.1,Rainy,0,26-35,0.965,1.4,0.728,58.88,0.373,0.8,1
Dindigul,Kodaikanal,Rural,8.0342,78.3574,Cybercrime,4,Friday,Evening,783,12.96,72.71,0.635,2,5,7.15,Sunny,1,60+,1.068,1.08,0.727,49.36,0.338,0.505,0
Madurai,Usilampatti,Urban,11.4094,80.1958,Burglary,8,Monday,Evening,1013,6.38,90.2,0.323,22,24,1.11,Rainy,0,46-60,1.054,0.93,0.902,85.84,0.761,0.517,0
Tirunelveli,Ambasamudram,Rural,11.1328,76.5395,Assault,2,Sunday,Night,748,7.86,84.86,0.461,8,11,1.16,Hot,0,46-60,0.905,3.63,0.849,31.28,0.828,0.603,1
Krishnagiri,Hosur,Rural,9.458,76.8518,Traffic Violation,4,Friday,Night,217,12.43,70.6,0.623,2,8,0.87,Hot,1,18-25,0.988,0.81,0.706,38.42,0.617,0.489,1
Coimbatore,Coimbatore North,Semi-Urban,11.8004,78.3065,Assault,7,Saturday,Night,1398,3.4,85.72,0.139,16,39,1.58,Cloudy,0,26-35,0.901,0.96,0.857,77.19,0.242,0.419,0
Dharmapuri,Harur,Rural,12.4168,80.4598,Theft,12,Sunday,Night,597,14.39,71.71,0.772,7,7,6.09,Sunny,1,36-45,1.073,2.24,0.717,44.24,0.677,0.424,1
Thanjavur,Pattukottai,Rural,8.8014,77.9262,Traffic Violation,7,Tuesday,Morning,680,8.79,74.54,0.265,2,9,5.41,Hot,0,18-25,0.917,1.04,0.745,50.35,0.769,0.335,1
Namakkal,Namakkal,Semi-Urban,8.7915,76.9251,Domestic Violence,10,Wednesday,Afternoon,666,7.56,80.51,0.781,6,10,6.77,Hot,1,18-25,0.902,4.08,0.805,68.88,0.527,0.736,1
Madurai,Usilampatti,Urban,12.3107,76.5056,Drug Offense,10,Thursday,Morning,1842,3.55,90.36,0.766,14,28,5.42,Rainy,1,18-25,0.999,1.14,0.904,83.06,0.513,0.478,1
Tiruvannamalai,Vandavasi,Rural,12.8206,80.2524,Cybercrime,7,Monday,Morning,700,7.8,71.67,0.144,2,13,6.3,Cloudy,0,18-25,0.922,4.09,0.717,34.91,0.857,0.605,1
Kanchipuram,Madurantakam,Semi-Urban,11.6387,76.8595,Assault,1,Friday,Afternoon,638,8.42,69.12,0.244,2,5,4.09,Sunny,0,60+,1.044,2.3,0.691,32.79,0.892,0.707,1
Tiruchirappalli,Thuraiyur,Semi-Urban,10.214,78.7721,Assault,11,Saturday,Night,690,5.1,70.89,0.256,8,14,1.9,Cloudy,1,18-25,0.962,1.4,0.709,49.95,0.873,0.786,0
Tiruvannamalai,Vandavasi,Rural,10.5594,80.2816,Traffic Violation,9,Friday,Morning,372,6.05,82.85,0.359,4,5,4.65,Rainy,0,46-60,0.971,4.92,0.829,30.54,0.571,0.832,0
Ramanathapuram,Mudukulathur,Rural,8.84,77.9335,Assault,3,Monday,Afternoon,555,8.01,79.69,0.172,2,8,6.04,Sunny,0,18-25,1.094,0.98,0.797,63.87,0.376,0.436,1
Cuddalore,Panruti,Rural,12.3254,80.4086,Fraud,12,Monday,Afternoon,641,7.52,74.56,0.561,7,2,6.37,Hot,1,60+,1.074,2.08,0.746,46.23,0.307,0.753,0
Virudhunagar,Sattur,Rural,11.6279,78.4621,Traffic Violation,11,Thursday,Night,561,13.51,82.89,0.253,7,8,0.86,Rainy,1,60+,1.075,1.91,0.829,38.32,0.675,0.649,1
Vellore,Pernambut,Urban,10.0133,77.9415,Traffic Violation,6,Monday,Night,775,14.2,70.88,0.715,3,10,7.9,Cloudy,0,46-60,1.061,4.32,0.709,32.94,0.592,0.489,1
Krishnagiri,Pochampalli,Rural,8.4361,80.1068,Property Crime,11,Saturday,Afternoon,452,12.22,77.31,0.732,8,10,1.82,Hot,1,18-25,1.029,3.06,0.773,54.91,0.49,0.504,0
Dharmapuri,Dharmapuri,Semi-Urban,11.4431,76.2429,Theft,2,Friday,Evening,598,8.09,82.51,0.179,7,6,1.14,Rainy,0,36-45,1.016,4.36,0.825,33.46,0.618,0.919,0
Virudhunagar,Virudhunagar,Urban,10.3141,79.8033,Burglary,12,Thursday,Night,245,10.58,78.45,0.63,7,11,2.06,Hot,1,60+,1.061,1.24,0.785,41.77,0.498,0.392,1
Dharmapuri,Dharmapuri,Urban,12.9505,79.1431,Cybercrime,3,Monday,Night,655,6.49,82.16,0.599,2,12,3.06,Sunny,0,26-35,0.927,3.15,0.822,51.0,0.292,0.686,1
Sivaganga,Sivaganga,Rural,12.1942,79.11,Domestic Violence,5,Friday,Night,543,14.15,81.04,0.723,8,10,1.45,Sunny,0,60+,0.933,1.22,0.81,61.53,0.784,0.441,1
Ramanathapuram,Kadaladi,Semi-Urban,8.7783,80.0727,Theft,8,Saturday,Morning,499,6.28,72.71,0.637,2,7,2.72,Rainy,0,36-45,0.999,4.46,0.727,42.21,0.609,0.733,0
Namakkal,Rasipuram,Semi-Urban,10.5195,76.5602,Assault,8,Wednesday,Afternoon,586,10.78,77.88,0.737,5,14,7.35,Hot,0,26-35,1.057,2.96,0.779,44.71,0.826,0.654,1
Thanjavur,Thanjavur,Rural,12.8089,79.119,Domestic Violence,9,Wednesday,Night,495,12.62,83.24,0.638,7,15,0.7,Rainy,0,36-45,0.985,1.14,0.832,48.09,0.843,0.43,1
Krishnagiri,Denkanikottai,Rural,12.5294,79.1256,Traffic Violation,3,Monday,Morning,706,9.96,69.78,0.405,3,15,0.97,Sunny,0,26-35,0.941,2.25,0.698,52.82,0.412,0.825,0
Coimbatore,Coimbatore South,Urban,9.3685,78.004,Traffic Violation,3,Monday,Night,1049,5.66,93.35,0.764,20,29,7.01,Sunny,0,26-35,0.91,1.06,0.933,78.76,0.21,0.94,1
Chennai,Chennai South,Urban,8.7064,80.4181,Theft,10,Saturday,Night,1656,4.6,85.61,0.403,13,32,3.91,Sunny,1,60+,1.086,2.08,0.856,77.83,0.349,0.349,1
Tiruvannamalai,Polur,Semi-Urban,13.1549,79.7233,Property Crime,11,Thursday,Evening,598,8.16,75.35,0.447,3,10,4.24,Hot,1,26-35,1.048,0.8,0.753,34.63,0.661,0.332,0
Villupuram,Tindivanam,Rural,8.6955,79.393,Vandalism,1,Monday,Night,268,8.65,83.57,0.642,6,6,3.91,Hot,0,36-45,0.951,3.29,0.836,67.18,0.848,0.917,0
Ramanathapuram,Kadaladi,Semi-Urban,10.416,76.6304,Domestic Violence,9,Monday,Evening,314,11.88,65.68,0.204,4,14,2.67,Hot,0,36-45,0.995,1.28,0.657,30.71,0.415,0.741,1
Thoothukudi,Ottapidaram,Rural,11.7227,80.2525,Burglary,8,Friday,Evening,438,13.13,75.08,0.615,3,12,4.56,Rainy,0,26-35,1.053,4.77,0.751,35.48,0.898,0.566,0
Salem,Sankagiri,Rural,11.6407,78.9799,Assault,12,Monday,Evening,424,7.86,75.85,0.309,6,2,7.49,Sunny,1,18-25,1.055,1.11,0.759,48.9,0.44,0.4,0
Karur,Krishnarayapuram,Rural,8.6314,77.4552,Traffic Violation,9,Monday,Evening,577,7.4,80.9,0.482,6,14,7.65,Hot,0,26-35,0.971,1.33,0.809,35.95,0.497,0.754,0
Ramanathapuram,Kamuthi,Rural,8.1327,77.4082,Cybercrime,3,Monday,Evening,530,10.87,70.84,0.14,3,15,2.28,Sunny,0,60+,1.061,1.61,0.708,54.83,0.544,0.358,1
Kanchipuram,Madurantakam,Semi-Urban,12.4753,76.3759,Drug Offense,3,Sunday,Afternoon,267,6.91,75.37,0.5,4,14,4.63,Sunny,0,36-45,1.049,2.69,0.754,39.58,0.495,0.651,0
Ramanathapuram,Ramanathapuram,Semi-Urban,10.0545,80.0115,Theft,4,Wednesday,Night,287,5.35,76.71,0.293,2,4,6.48,Sunny,1,46-60,1.066,1.53,0.767,64.21,0.819,0.69,1
Tirunelveli,Tirunelveli,Rural,9.3715,79.1273,Assault,11,Saturday,Evening,708,9.37,77.41,0.589,8,4,2.43,Sunny,1,26-35,1.001,4.56,0.774,60.54,0.532,0.617,1
Cuddalore,Chidambaram,Rural,8.8218,80.1371,Theft,9,Tuesday,Night,755,14.85,75.33,0.672,8,12,2.02,Sunny,0,60+,0.949,2.18,0.753,68.93,0.786,0.345,1
Chennai,Chennai Central,Urban,11.7062,76.0892,Fraud,1,Monday,Morning,1571,7.91,85.95,0.23,15,26,4.12,Hot,0,18-25,1.035,1.01,0.859,85.01,0.613,0.459,1
Karur,Kadavur,Rural,11.4569,76.4084,Fraud,8,Friday,Afternoon,336,7.72,76.4,0.422,5,9,5.77,Hot,0,18-25,0.98,4.16,0.764,53.52,0.892,0.455,0
Virudhunagar,Aruppukkottai,Rural,11.6613,77.4749,Burglary,8,Tuesday,Night,403,9.86,79.65,0.701,5,14,1.23,Rainy,0,60+,0.941,3.95,0.797,46.36,0.528,0.823,0
Thoothukudi,Thoothukudi,Semi-Urban,11.1367,77.2063,Domestic Violence,7,Wednesday,Night,369,13.38,83.7,0.498,5,14,4.43,Rainy,0,46-60,0.958,2.76,0.837,34.67,0.508,0.576,1
Dindigul,Palani,Semi-Urban,11.8469,76.6602,Traffic Violation,7,Thursday,Night,632,7.84,66.63,0.583,8,12,5.23,Rainy,0,36-45,0.942,4.93,0.666,39.79,0.619,0.895,0
